Tipo_embalaje,Peso,Tipo_manipulacion,Lugar_procedencia,Temp_almacenamiento,Largo,Ancho,Altura,Protocolo
2,56.4,1,3,1,15,27,10,2
1,3.1,1,2,2,24,20,31,1
1,1.1,2,1,2,25,57,29,2
3,154.7,2,4,2,68,89,17,2
1,219.3,2,1,1,92,73,70,2
3,248.8,1,2,1,86,100,76,2
2,195.3,2,2,1,86,18,34,2
1,245.5,1,3,2,40,38,76,1
2,182.1,1,2,1,79,11,38,2
1,157.5,2,4,2,41,61,30,2
3,33.8,1,3,1,50,19,24,2
1,153.4,2,2,2,73,9,58,2
3,37,1,4,1,53,33,54,2
1,125.5,1,4,2,64,100,66,1
2,211.8,2,1,2,94,57,46,2
3,217,1,4,2,25,63,40,1
1,99,1,1,2,81,13,88,1
1,84,2,1,2,73,74,98,2
2,108.1,2,4,2,40,92,30,2
1,154.9,1,4,2,59,83,42,1
1,168.7,2,4,1,82,24,51,2
3,96.6,1,1,2,20,19,83,1
2,225.4,2,3,2,48,95,61,2
3,183.1,1,1,2,60,10,91,1
1,179.6,1,3,2,58,99,12,1
3,170.6,2,4,1,40,91,44,2
3,146.2,1,4,2,66,45,62,1
3,19.1,1,2,2,41,68,79,1
2,40.1,1,1,1,26,5,52,2
3,125.1,2,4,1,46,53,64,2
3,194.4,1,2,2,74,67,20,1
3,15.3,2,4,2,45,40,70,2
2,79.5,2,2,1,69,70,45,2
1,241.9,2,3,1,43,75,44,2
2,211.8,2,4,1,51,33,67,2
2,124.6,1,2,2,68,58,70,1
2,70.1,1,3,1,47,61,90,2
3,237.3,2,2,2,74,44,91,2
2,107.9,1,3,1,48,75,90,2
3,30.4,2,3,1,33,62,11,2
1,230.3,2,1,1,73,21,49,2
2,221,1,3,2,6,29,80,1
3,32.4,1,4,1,58,93,8,2
1,127.9,2,4,1,54,63,94,2
3,191.9,2,1,1,94,6,44,2
3,127.5,2,3,2,55,49,52,2
3,201.2,1,2,1,29,44,31,2
2,126.5,2,4,2,27,91,21,2
2,244.3,2,3,2,99,98,75,2
1,78.6,1,2,1,58,25,48,2
2,43.8,1,3,1,82,88,80,2
1,205.2,1,4,2,48,35,97,1
2,96.8,2,4,1,69,31,31,2
2,21.9,1,3,2,89,91,40,1
1,159.9,2,4,2,96,28,89,2
3,210.1,2,1,2,70,48,69,2
1,248.8,1,1,1,94,9,81,2
1,57.7,1,3,1,85,75,42,2
1,7.8,1,2,1,61,75,46,2
1,110.6,1,4,2,11,89,43,1
3,227.8,2,3,2,42,38,92,2
3,122.9,1,2,2,9,64,19,1
1,64,1,2,1,88,72,76,2
2,211.3,2,1,1,76,23,53,2
2,122.4,1,2,1,19,34,71,2
1,47.2,2,4,2,27,34,28,2
1,163,2,1,1,66,46,33,2
3,25.4,2,2,1,95,6,62,2
3,142.6,1,1,2,59,15,29,1
1,194.6,1,1,1,12,40,75,2
1,8.8,1,2,1,59,78,66,2
3,161.7,2,3,2,64,78,75,2
2,157.5,1,3,2,51,75,36,1
2,210.7,1,1,2,48,92,95,1
2,43.6,1,1,2,41,83,83,1
1,227.4,2,4,1,81,60,15,2
3,6.7,2,1,2,70,78,8,2
2,42.1,2,3,2,9,62,81,2
1,131.5,1,2,1,27,50,65,2
1,174,2,3,1,59,14,30,2
1,175.1,2,2,2,57,85,93,2
3,246.7,1,2,2,43,47,9,1
2,215.9,2,2,1,56,37,86,2
2,11,2,1,2,41,55,81,2
3,165.5,2,4,1,56,80,34,2
3,92.1,2,2,1,93,15,41,2
1,100.7,1,2,1,75,53,86,2
2,64.6,2,2,1,87,40,94,2
3,119.9,2,2,2,69,64,28,2
2,180.7,1,3,1,44,18,47,2
3,29.9,1,3,1,55,52,60,2
3,157.7,1,4,1,12,48,62,2
1,217.3,2,3,1,38,71,50,2
3,48.5,1,2,1,14,20,36,2
1,44.6,1,3,2,64,84,25,1
3,210.8,2,4,1,80,79,70,2
1,217.9,1,3,1,7,57,25,2
3,244.3,2,3,1,45,45,63,2
1,136.3,1,4,2,89,60,25,1
2,55,1,2,1,14,13,99,2
3,111.8,2,4,2,87,48,78,2
1,233.7,1,4,2,56,37,97,1
3,170,1,3,2,73,90,5,1
1,184.4,1,3,1,14,59,52,2
2,68.2,2,4,1,55,9,56,2
3,116.1,1,3,1,23,15,66,2
1,135.8,2,3,2,85,20,98,2
2,193.3,2,4,1,79,14,29,2
2,211.5,2,1,1,57,87,30,2
3,202,1,4,2,81,66,7,1
1,142,2,2,2,92,82,85,2
2,215.9,1,3,2,65,54,99,1
2,220.5,1,2,1,65,67,62,2
2,142.1,1,2,2,24,20,83,1
2,176,2,2,1,91,98,77,2
3,160.8,2,4,2,52,91,52,2
2,136.9,2,4,2,55,59,71,2
1,141.6,1,3,1,68,54,57,2
3,5.2,2,4,1,56,73,31,2
2,139.7,2,1,2,43,91,100,2
1,37.9,1,2,2,87,65,80,1
1,203.1,1,1,2,81,67,83,1
3,126.4,1,4,1,67,19,15,2
1,92.4,1,3,1,94,18,25,2
2,31.3,1,3,2,53,90,71,1
1,100.1,1,1,1,54,55,19,2
3,236.1,1,4,1,75,98,77,2
1,149.2,1,1,2,20,100,55,1
1,55.2,2,2,2,86,78,27,2
1,146.2,2,3,1,45,42,42,2
3,148.1,1,4,2,35,58,38,1
2,23.8,2,3,2,81,77,59,2
1,214.7,2,2,1,10,68,49,2
1,99.8,2,3,2,50,76,57,2
1,185.8,2,4,2,21,81,82,2
2,67.4,2,2,1,99,64,83,2
3,54,1,4,1,82,78,84,2
3,134.4,2,1,2,60,63,26,2
1,212.4,2,3,2,28,87,62,2
2,52.6,2,3,1,8,98,13,2
1,59.9,2,4,1,57,98,83,2
1,94.4,2,2,1,78,60,81,2
1,55.1,1,3,2,18,60,48,1
2,45.9,1,2,1,94,38,38,2
1,8.9,2,1,2,64,37,87,2
1,132.8,1,1,1,79,40,69,2
2,186.4,2,1,1,91,48,95,2
2,197.9,1,1,1,60,13,14,2
3,123.2,2,4,2,17,33,35,2
3,87.7,1,3,2,71,22,35,1
1,33.1,1,4,1,79,72,76,2
3,155.6,1,3,2,74,31,32,1
1,95.2,2,1,1,42,87,39,2
3,200.2,1,3,1,73,52,66,2
1,33.8,1,3,1,17,31,7,2
1,41.6,2,3,1,21,65,17,2
2,188.7,2,1,2,62,39,5,2
1,52.3,2,1,2,92,56,55,2
2,234.7,2,2,2,75,94,13,2
3,239.3,1,2,1,42,15,78,2
1,39.5,2,4,1,52,27,83,2
1,222.6,2,2,2,31,10,16,2
3,68.7,1,2,2,83,22,78,1
2,244.9,2,1,2,73,17,39,2
1,170.1,1,1,2,15,77,62,1
3,249.2,2,4,2,29,82,9,2
1,226.5,2,3,2,86,54,91,2
3,124.9,1,4,2,27,30,21,1
3,164.6,2,4,2,63,20,55,2
2,92.5,2,4,2,30,38,48,2
1,53.7,2,2,1,40,41,11,2
2,196.1,2,2,1,58,59,69,2
2,123.9,2,4,2,39,94,29,2
2,150.2,1,3,2,62,26,63,1
2,101.2,2,2,1,6,95,71,2
2,154.4,1,4,1,92,60,56,2
2,148,2,4,1,99,59,20,2
1,21.2,1,3,1,59,69,8,2
2,16.3,2,4,1,35,52,94,2
3,145.8,1,1,1,23,52,7,2
3,127.5,2,4,2,42,56,43,2
2,65.4,1,1,2,94,77,48,1
2,42.3,2,3,1,76,72,41,2
3,146.3,2,2,2,81,40,69,2
2,40.4,2,4,1,31,9,77,2
3,132.6,1,2,2,21,80,37,1
2,183,1,1,1,50,73,86,2
2,175.2,1,4,2,23,78,43,1
2,52.3,1,2,2,57,86,91,1
1,158.2,1,3,2,47,75,52,1
1,111.6,2,3,2,82,45,29,2
2,51.6,1,1,2,53,56,10,1
2,213.8,2,3,1,42,41,33,2
1,51.1,1,4,1,90,62,50,2
3,196.2,1,3,2,77,84,35,1
2,238.5,1,1,2,66,97,16,1
1,70.7,1,4,1,67,55,48,2
1,226.9,1,3,2,64,55,34,1
1,111.6,1,1,2,32,88,86,1
3,98.9,2,1,1,12,61,48,2
1,212.8,1,3,1,21,31,55,2
2,130.9,1,4,2,35,92,67,1
1,117.5,1,2,2,94,94,41,1
2,236.6,1,4,1,80,31,31,2
1,33.3,2,1,2,85,7,78,2
2,187.2,2,3,2,71,20,39,2
3,91.7,2,3,1,63,26,55,2
3,161.6,2,2,2,26,61,93,2
1,218.5,1,2,1,87,76,66,2
1,131.3,2,4,2,36,57,24,2
3,140.4,1,1,2,32,97,35,1
2,34.2,1,3,1,58,28,16,2
2,180.8,1,2,1,42,63,70,2
2,45.6,2,4,1,82,63,57,2
3,226.2,2,4,2,98,43,72,2
1,142.3,1,4,2,65,42,41,1
2,188.7,1,1,2,68,56,12,1
2,196.2,2,4,1,76,44,54,2
2,131.6,1,4,1,66,19,45,2
3,14.5,1,4,2,20,68,18,1
3,76.9,1,2,1,83,19,59,2
2,112.9,2,1,1,16,45,69,2
2,63.4,1,1,2,94,20,92,1
1,135.6,2,1,2,66,28,63,2
1,123.1,1,1,1,27,15,17,2
2,138.5,2,1,1,93,66,22,2
2,245.9,1,3,1,90,13,39,2
1,223.3,1,3,2,29,99,52,1
2,38.7,1,2,2,18,84,5,1
3,66.5,2,2,2,5,13,24,2
3,130.7,2,3,2,32,50,76,2
1,195.9,2,4,2,87,31,81,2
1,40.6,1,3,2,33,50,85,1
3,67.5,2,1,1,63,23,29,2
1,61.6,2,2,2,31,21,37,2
2,118.1,1,4,1,8,88,96,2
3,33.1,2,2,1,43,11,90,2
1,214.6,1,3,1,46,85,28,2
3,223.9,1,3,2,12,94,19,1
2,71.5,1,4,2,47,43,96,1
2,81.5,2,1,1,30,96,41,2
2,67.1,2,4,2,32,91,64,2
1,219.8,2,2,2,38,37,32,2
3,216.5,2,3,2,74,70,87,2
2,72.8,1,3,2,69,91,47,1
3,54,1,2,2,87,45,11,1
1,186.4,1,2,1,17,62,67,2
2,14.2,1,4,2,99,38,93,1
3,138.3,1,4,1,58,91,8,2
3,228.8,1,2,2,98,35,92,1
2,46.6,2,1,2,8,65,91,2
3,235.4,2,4,1,57,44,57,2
3,172.5,2,2,2,13,83,14,2
1,237.2,1,3,1,75,42,25,2
1,32,1,1,2,29,55,76,1
3,167.7,2,1,2,85,23,34,2
1,72.8,1,3,2,84,31,19,1
1,234.4,1,1,2,49,16,33,1
1,175.2,1,1,2,62,59,10,1
3,40.1,1,1,1,98,55,21,2
2,150,1,2,2,89,34,93,1
3,91.3,2,3,1,23,22,85,2
2,192.5,1,2,1,59,54,22,2
2,230,1,3,2,98,81,26,1
3,212.4,1,4,1,77,49,41,2
3,8.2,2,1,2,67,34,55,2
3,150.7,2,1,2,86,7,82,2
3,87,1,3,1,38,44,67,2
1,200.7,2,4,2,14,5,90,2
2,186.1,1,1,2,91,24,63,1
2,230.1,1,1,1,26,56,42,2
1,220,1,1,2,91,12,27,1
3,65.5,2,1,2,36,29,7,2
2,10.6,2,2,1,55,33,5,2
3,65.6,1,1,1,64,16,81,2
1,137.7,2,4,1,78,63,100,2
1,234.7,2,1,1,27,39,27,2
3,237.4,2,1,1,28,57,22,2
2,241.8,1,4,2,59,30,7,1
2,14.2,2,4,2,23,89,96,2
3,90.3,1,4,2,9,65,19,1
2,89.4,2,4,1,78,20,97,2
1,91.6,1,4,2,64,55,52,1
3,107.8,2,4,2,63,20,61,2
1,178,1,1,1,30,24,45,2
2,158.7,2,4,1,40,34,83,2
3,51.5,1,2,2,39,98,79,1
3,194.8,2,1,1,33,54,16,2
2,20,2,4,1,39,24,71,2
2,208.1,2,2,2,78,68,65,2
3,220.3,2,1,2,75,73,95,2
2,81.4,2,4,1,16,58,65,2
3,99.5,2,1,1,72,21,34,2
2,132.2,2,3,1,29,61,100,2
1,124.4,1,1,1,74,97,98,2
2,15.7,2,2,2,32,76,86,2
2,203.3,2,3,2,90,9,80,2
3,110.7,1,3,1,84,70,71,2
1,1,1,3,2,28,24,37,1
2,194.2,2,1,1,29,70,60,2
2,141.1,2,3,1,93,24,53,2
3,224.1,1,2,2,60,97,11,1
3,98.9,2,3,2,74,86,29,2
1,99.8,1,2,1,38,30,40,2
1,80.2,2,4,1,92,9,14,2
1,82.5,2,3,2,78,29,64,2
3,218.4,1,2,1,8,9,46,2
2,70,1,1,2,50,37,26,1
2,50.3,2,4,1,68,39,92,2
3,156.1,1,1,1,74,21,89,2
3,199.3,2,2,1,54,15,44,2
2,249.7,1,3,2,9,45,31,1
1,139.6,2,3,2,13,15,87,2
1,62.8,2,1,1,49,15,48,2
1,54.3,2,4,1,26,94,13,2
1,45.4,1,3,1,30,11,17,2
1,43.3,1,1,2,29,71,34,1
1,242.2,2,1,1,90,37,44,2
1,154.2,1,1,1,95,71,49,2
1,48.6,1,4,2,93,92,82,1
3,73.9,2,1,1,99,35,42,2
1,192.6,1,3,1,69,14,60,2
2,191.7,2,1,2,86,20,42,2
1,237.5,2,2,2,73,5,85,2
1,128.2,2,3,1,98,46,97,2
2,47.9,2,1,2,95,52,90,2
2,133.9,2,2,1,29,64,79,2
3,18.9,1,3,2,58,75,33,1
1,104.2,1,1,1,31,67,43,2
3,16.7,1,4,1,87,25,60,2
3,12.6,2,1,2,46,29,39,2
2,218.8,2,2,2,16,24,61,2
2,83.4,2,2,2,46,49,60,2
2,217.6,1,4,1,10,57,66,2
1,163,1,2,1,83,15,34,2
2,32.2,1,4,2,73,69,70,1
2,35.7,1,4,2,32,25,14,1
3,209.2,1,1,1,54,91,22,2
3,172.6,2,2,2,23,24,88,2
2,246,1,4,1,65,84,72,2
1,145,1,4,1,23,71,52,2
1,84.7,1,1,2,96,9,58,1
1,129.7,2,1,2,35,99,97,2
2,220.9,1,1,2,93,56,77,1
2,165.6,2,1,2,67,58,94,2
3,61.2,1,1,2,7,87,41,1
3,98.4,1,2,1,39,16,29,2
2,194.5,1,3,1,58,17,12,2
1,99.7,2,4,1,48,52,67,2
3,187.7,2,3,2,50,60,74,2
1,82,2,3,1,22,27,45,2
2,161.2,2,4,1,42,34,82,2
3,228.4,1,4,2,8,55,86,1
1,135.2,2,3,1,47,18,37,2
1,47.2,1,1,1,48,69,98,2
3,201.5,2,4,1,81,36,35,2
2,34.2,2,3,2,20,84,14,2
1,69.7,1,1,2,29,30,8,1
3,135.5,1,4,1,21,48,14,2
3,79.3,1,1,1,51,91,15,2
3,19.3,1,2,1,76,44,87,2
3,50.2,2,2,2,22,80,17,2
2,59.8,2,1,2,68,50,17,2
2,193.9,1,4,2,65,31,31,1
2,197.5,2,4,1,50,11,54,2
1,223.8,1,4,2,92,6,32,1
3,166.9,2,1,2,59,77,95,2
3,93.1,2,3,1,53,78,23,2
3,226.7,2,2,1,99,14,40,2
1,57.7,1,1,2,40,89,48,1
3,90.8,2,4,2,7,61,52,2
2,97.7,2,4,1,11,44,59,2
1,69.3,2,1,1,16,83,44,2
3,87.7,1,1,1,54,76,44,2
3,245.6,1,1,2,8,67,56,1
1,34.8,1,3,1,85,79,30,2
1,50.7,1,1,2,95,50,9,1
1,109.1,2,1,2,96,14,93,2
2,102.4,1,4,1,47,81,12,2
3,121.7,2,4,1,25,32,40,2
3,119.1,2,1,1,43,20,44,2
3,118.2,2,1,1,29,100,24,2
1,3.9,1,2,2,82,82,12,1
3,17.2,2,1,1,5,18,33,2
3,201.4,2,2,1,17,75,88,2
1,239.1,1,1,2,94,85,29,1
2,87.9,1,3,2,63,53,47,1
1,16.1,2,4,1,29,87,72,2
2,185.5,1,1,1,63,34,6,2
2,149.2,1,1,1,81,58,38,2
1,36.6,2,3,2,100,24,11,2
1,109.9,1,2,2,76,7,94,1
3,166.9,1,2,2,27,36,33,1
2,89.6,2,1,1,67,78,54,2
3,6.6,1,2,1,86,66,27,2
3,80.7,2,3,2,7,83,91,2
1,241.3,1,1,1,99,76,15,2
3,185.5,1,1,2,24,27,66,1
1,90.8,2,3,1,70,27,44,2
3,112.1,1,2,2,32,46,85,1
3,24,1,1,2,56,28,45,1
1,215.5,2,3,2,35,48,49,2
3,112.1,1,3,2,74,89,45,1
2,27.9,1,4,2,87,47,48,1
2,76.7,1,4,1,37,80,31,2
2,194.2,2,2,1,39,90,36,2
2,90.5,1,4,1,33,74,62,2
3,242.9,2,2,2,11,69,33,2
1,152.9,2,3,1,8,67,82,2
1,153.5,2,1,1,40,22,32,2
3,85,1,1,1,47,92,60,2
1,89.5,2,1,1,13,59,33,2
2,17.7,1,2,2,34,57,52,1
1,144.6,1,3,1,67,28,90,2
1,109,2,4,2,91,52,73,2
1,34.7,2,4,2,36,53,82,2
2,151.3,2,4,2,70,86,87,2
2,167.8,1,3,2,30,87,67,1
3,32.3,2,1,2,30,8,11,2
2,25.5,2,3,1,60,54,42,2
3,195.5,2,4,1,70,100,19,2
1,8.8,1,3,1,70,59,60,2
1,244.3,2,2,1,42,72,70,2
3,122.4,1,3,2,14,38,45,1
3,11,2,4,1,99,27,34,2
3,114.4,2,3,2,73,29,31,2
2,79.6,2,2,2,43,48,63,2
2,139.8,1,1,2,82,38,46,1
3,71.9,1,1,1,44,72,72,2
1,201,1,2,2,24,14,38,1
3,93.7,2,1,2,31,45,31,2
3,209.3,2,3,1,52,92,52,2
3,112.8,2,1,2,79,81,11,2
1,92.8,2,3,2,17,33,80,2
2,21.8,2,2,1,90,60,95,2
1,219.9,2,4,2,91,67,9,2
2,18.1,2,4,1,86,23,89,2
2,68.1,1,2,1,20,12,91,2
3,144.2,1,4,1,50,97,47,2
1,93.9,1,4,1,100,50,66,2
1,49.4,2,4,2,53,73,25,2
3,116.4,1,3,1,46,61,56,2
2,0.7,2,3,1,30,5,79,2
2,78.5,1,4,1,21,71,85,2
1,8.8,1,2,2,55,48,8,1
3,164.7,2,2,2,56,64,72,2
2,25,2,2,2,9,100,99,2
3,24.2,1,2,2,31,34,97,1
2,110.6,1,1,1,17,26,52,2
2,217.1,1,4,2,11,76,58,1
3,181.8,2,4,1,10,54,27,2
2,50,2,3,2,61,58,59,2
2,47.6,1,2,1,5,50,25,2
1,132.4,1,3,1,13,29,53,2
3,71.3,1,1,2,22,61,63,1
1,118.1,2,2,1,62,36,74,2
3,29.5,1,3,2,76,7,59,1
1,8.9,1,3,2,56,78,37,1
1,60.6,1,2,2,59,83,83,1
2,193,2,3,1,59,96,63,2
2,153.7,2,2,1,26,88,34,2
2,45.3,1,1,2,46,30,86,1
2,150.7,2,2,1,42,7,31,2
1,210.1,2,3,1,20,39,98,2
1,100,1,3,1,90,6,43,2
1,224.5,1,3,2,100,5,84,1
2,141.6,1,4,2,69,56,57,1
3,130.5,1,1,1,37,12,97,2
1,142.4,2,3,2,21,60,13,2
1,158.3,2,3,1,70,14,50,2
2,126.9,1,2,2,83,52,59,1
1,184.7,1,2,2,13,11,35,1
1,34,1,2,1,48,88,55,2
3,206.2,2,3,1,32,47,54,2
3,140.7,2,4,2,93,38,54,2
3,85.4,2,3,2,98,77,59,2
2,119.8,1,1,2,39,43,6,1
2,143.4,1,3,1,63,32,83,2
1,39.7,2,1,1,67,14,63,2
3,32.1,2,1,1,41,41,36,2
1,11,1,2,1,65,51,73,2
3,81.6,2,1,2,27,47,38,2
3,84.4,1,2,2,81,15,49,1
2,186.9,1,2,2,85,71,62,1
1,105.8,2,1,2,48,27,51,2
1,136.4,1,1,2,60,23,68,1
2,237,2,3,1,85,99,83,2
1,9.5,1,1,1,11,71,22,2
3,39.2,1,3,1,22,63,53,2
2,49.2,2,3,1,31,36,87,2
1,165.5,1,4,2,6,24,88,1
3,165.3,2,3,1,87,91,16,2
1,141.1,1,2,1,87,29,18,2
3,36.4,1,1,2,88,53,81,1
1,127.2,2,1,1,44,21,35,2
3,86.8,1,1,1,60,45,60,2
1,32.2,2,3,2,10,36,33,2
1,130.4,1,1,2,55,22,24,1
1,76.4,1,4,1,61,62,78,2
1,214.2,1,2,2,83,7,40,1
2,245.4,1,4,1,50,19,11,2
1,196.1,2,2,1,47,53,48,2
1,33.4,1,4,2,82,20,31,1
2,193.5,2,1,1,41,90,19,2
1,93.4,1,4,2,65,49,44,1
3,194.6,1,1,1,54,24,93,2
2,120.2,1,1,2,78,45,95,1
1,179.6,2,4,1,62,64,82,2
1,186.4,1,3,1,22,37,82,2
1,79.6,2,4,2,75,82,42,2
2,62.8,1,2,2,79,18,99,1
1,211.3,1,2,1,29,60,63,2
3,117.5,1,3,2,70,61,88,1
2,80.4,2,2,2,67,89,72,2
1,204.3,2,4,2,65,26,8,2
1,182.3,1,3,2,8,10,24,1
3,54.5,1,2,1,70,73,11,2
3,104.5,1,3,1,45,49,76,2
1,155.3,1,2,2,87,33,44,1
3,217.2,2,1,1,32,96,50,2
2,242,2,3,2,15,51,21,2
1,112.5,2,3,1,47,56,13,2
2,141,1,3,2,43,15,33,1
1,120.5,2,4,1,79,47,40,2
3,38.1,1,3,1,13,11,48,2
3,158.3,1,1,2,53,72,96,1
2,27.9,1,2,1,11,25,31,2
2,209.6,2,2,1,27,71,67,2
1,223.2,2,2,1,38,90,87,2
1,200.8,1,3,2,29,71,37,1
1,237.4,2,4,2,31,62,46,2
3,28.5,2,1,1,21,76,31,2
3,133.4,2,2,1,12,33,66,2
3,66.7,2,3,2,51,95,21,2
1,81.8,1,1,1,63,31,91,2
1,13.9,1,3,1,27,39,65,2
3,235.6,2,1,2,18,25,70,2
2,80.2,1,4,1,40,32,62,2
3,14.4,1,3,2,89,54,57,1
2,31.5,2,1,2,22,90,94,2
1,218.2,2,3,2,85,57,45,2
1,233.4,1,3,2,53,52,48,1
3,6.4,1,1,1,47,60,87,2
2,34.6,1,1,1,72,84,67,2
2,214.5,2,1,1,53,23,44,2
1,182,1,2,1,41,62,87,2
1,203.9,2,2,1,33,69,27,2
2,154.4,2,4,1,6,40,29,2
3,211.4,1,2,1,71,67,89,2
2,100.1,2,4,1,55,99,27,2
2,34.1,1,2,2,65,20,85,1
1,61.9,1,4,1,92,34,28,2
1,250,1,1,1,84,75,15,2
2,230.2,1,4,1,50,89,86,2
3,99.6,1,4,1,17,45,36,2
1,117.9,1,2,2,6,39,28,1
1,114.6,1,3,2,24,79,49,1
1,99.6,2,3,1,74,16,51,2
1,84.9,1,2,2,12,67,67,1
2,112,1,2,2,86,16,25,1
2,131.6,2,4,2,71,75,23,2
1,27.9,1,3,1,31,39,78,2
2,92.1,1,1,1,30,69,62,2
3,39.3,2,4,1,8,62,100,2
2,189.2,1,2,2,23,92,6,1
2,17.3,2,4,1,28,91,86,2
3,225.1,2,3,1,15,32,9,2
2,166.8,1,2,2,29,40,74,1
3,230.8,2,3,2,95,41,68,2
2,144.9,1,1,1,12,96,19,2
2,164.2,1,1,2,18,77,10,1
1,25.6,1,1,1,17,14,48,2
1,183.1,1,1,1,99,53,89,2
3,241.5,1,3,2,76,35,21,1
3,115.4,1,2,2,66,76,47,1
3,237.8,1,4,2,5,65,72,1
3,181.2,1,1,1,59,38,38,2
3,108.7,2,1,2,97,22,70,2
3,206.2,2,1,1,81,18,26,2
1,51.3,2,1,2,26,13,73,2
1,78.1,1,2,1,25,79,37,2
1,4.5,1,2,1,88,48,86,2
1,229.4,2,1,2,72,34,82,2
3,52,2,4,1,90,55,63,2
1,115.7,2,1,1,50,28,67,2
2,122.1,1,2,2,37,55,18,1
3,214.7,1,4,1,49,33,7,2
3,151.8,1,4,1,74,7,33,2
3,143.3,2,4,2,80,59,54,2
2,218.6,2,4,1,47,25,44,2
3,8,2,3,1,91,42,62,2
1,46.7,2,1,1,45,94,47,2
1,132.3,2,1,2,56,39,36,2
2,73.4,1,1,1,7,82,41,2
2,114.4,2,1,2,69,23,75,2
3,50,1,4,2,98,47,28,1
1,185.2,2,4,1,53,26,28,2
3,4.9,1,2,1,12,32,53,2
1,130.8,1,2,1,32,95,60,2
2,232.9,2,3,2,84,34,24,2
2,46.6,2,2,1,40,69,48,2
3,36.2,1,2,2,96,47,67,1
1,188.2,2,2,1,31,31,81,2
2,115.2,2,4,1,55,56,94,2
2,5.9,1,3,1,76,29,97,2
3,32.2,1,2,1,21,33,7,2
2,22.2,1,3,2,81,48,37,1
3,92.3,2,4,2,22,92,98,2
3,113.4,1,3,1,40,76,63,2
2,244.8,1,2,1,12,98,22,2
3,163,2,2,2,68,45,59,2
2,114.1,1,2,1,5,7,15,2
3,32.8,1,1,2,32,47,70,1
1,147,1,2,2,89,96,12,1
1,101.4,2,2,2,65,85,28,2
1,69.2,1,2,2,12,50,7,1
2,61.8,1,1,2,13,26,95,1
2,66.5,1,3,2,27,49,50,1
3,3.9,2,1,1,10,54,15,2
1,219.9,2,1,1,87,80,35,2
3,240.6,2,2,2,72,87,73,2
1,97.3,1,2,2,31,52,16,1
1,19.3,2,2,1,6,84,81,2
2,75.6,1,3,1,8,37,37,2
1,146,1,1,2,8,37,76,1
3,179.6,2,2,2,18,16,99,2
2,97,2,1,1,19,7,84,2
2,185,1,3,1,35,19,66,2
2,23.7,1,3,1,7,98,43,2
3,129.1,1,3,2,67,58,39,1
3,148.6,2,3,1,39,45,69,2
3,118.7,1,2,2,82,82,53,1
3,184.3,1,1,2,41,70,72,1
1,71.9,1,2,2,99,97,34,1
1,217.4,1,1,1,49,81,98,2
3,112.4,2,2,2,55,52,46,2
2,71.4,1,3,1,39,37,22,2
3,78.9,1,3,2,38,32,17,1
3,219,2,3,1,84,93,60,2
2,65.9,1,4,1,88,16,33,2
3,241.7,1,1,2,80,28,65,1
2,96.6,2,2,1,18,29,5,2
3,94.4,1,3,1,53,34,52,2
1,167.8,2,2,1,40,70,47,2
1,243,1,3,1,5,62,6,2
1,97.2,1,1,1,53,92,46,2
3,64.2,1,2,1,42,81,27,2
2,41.5,1,1,2,70,12,58,1
3,184.5,1,3,1,19,65,76,2
3,216.8,2,3,1,57,76,51,2
1,218.7,2,1,1,52,61,84,2
2,145.4,1,2,2,69,82,50,1
1,211.2,1,3,2,79,92,11,1
3,92.5,1,3,1,14,24,17,2
3,26.5,1,3,2,77,61,19,1
2,15.4,2,4,2,83,19,22,2
3,106.2,1,2,1,14,34,11,2
3,238.7,1,4,2,31,62,87,1
3,77.2,2,4,2,16,44,7,2
3,66.6,1,1,1,52,60,54,2
3,182.6,2,3,1,26,80,19,2
2,93.9,2,1,1,40,89,63,2
2,6.1,2,1,1,79,28,51,2
1,231.5,2,4,2,28,68,5,2
2,151,2,1,2,9,37,70,2
3,1.7,1,1,2,50,32,86,1
2,3.5,1,3,1,6,75,46,2
2,145.2,1,3,1,29,38,8,2
2,202.7,1,2,2,22,18,33,1
2,163.5,1,2,2,61,42,41,1
2,179.5,2,1,2,41,47,14,2
1,218.5,2,4,1,91,44,16,2
3,76.7,1,1,1,51,76,70,2
3,172.9,1,1,1,27,98,14,2
1,239.9,1,4,2,49,63,69,1
2,119.5,1,3,2,43,75,57,1
3,69.8,2,4,2,93,45,12,2
3,13.8,2,2,2,55,9,79,2
2,41.9,1,1,2,67,71,32,1
3,0.4,1,1,2,55,29,77,1
2,199.4,2,1,2,93,5,62,2
3,7.4,2,3,2,50,46,40,2
2,63.6,1,4,2,6,33,74,1
2,148.3,2,1,1,20,14,94,2
3,200.6,1,4,1,28,60,37,2
3,106.2,2,2,2,85,100,79,2
1,33.6,2,2,2,87,63,77,2
1,96.4,1,2,2,34,12,77,1
3,72,2,4,1,17,90,36,2
2,138,1,1,1,15,15,40,2
1,24.3,2,3,2,42,84,34,2
1,67,2,2,2,83,88,14,2
2,165.2,2,4,2,28,77,45,2
3,221.3,2,4,1,72,92,23,2
3,69.3,1,3,2,54,63,47,1
1,162.8,1,4,2,47,36,47,1
1,246.6,2,3,1,62,58,25,2
1,68.5,1,1,1,91,36,60,2
1,28.2,1,4,2,12,87,85,1
2,93.8,2,2,2,83,16,24,2
3,21.7,1,4,1,64,96,5,2
2,42.1,1,2,2,31,10,79,1
